0.5 0.5 0.5 0.5
hurry 0.333 0.667 0.333 0.667
glad 0.591 0.409 0.455 0.545
thread 0.600 0.400 0.400 0.600
nina 0.250 0.750 0.250 0.750
arrangements 0.500 0.500 0.333 0.667
v 0.600 0.400 0.400 0.600
excursion 0.800 0.200 0.400 0.600
history 0.750 0.250 0.625 0.375
computers 0.400 0.600 0.300 0.700
atrocious 0.250 0.750 0.250 0.750
division 0.800 0.200 0.400 0.600
pushed 0.400 0.600 0.200 0.800
*it 0.750 0.250 0.250 0.750
reputation 0.200 0.800 0.400 0.600
court 0.500 0.500 0.250 0.750
rather 0.404 0.596 0.173 0.827
utilize 0.500 0.500 0.500 0.500
surpassed 0.600 0.400 0.800 0.200
menus 0.286 0.714 0.286 0.714
occasionally 0.750 0.250 0.250 0.750
motels 0.571 0.429 0.286 0.714
sandwich 0.571 0.429 0.286 0.714
okay 0.375 0.625 0.062 0.938
tried 0.604 0.396 0.167 0.833
rude 0.382 0.618 0.024 0.976
doubts 0.250 0.750 0.750 0.250
tries 0.250 0.750 0.250 0.750
lighting 0.545 0.455 0.364 0.636
adventure 0.500 0.500 0.500 0.500
heartbeat 0.500 0.500 0.833 0.167
fi 0.432 0.568 0.324 0.676
shortcomings 0.600 0.400 0.200 0.800
short 0.476 0.524 0.397 0.603
overnight 0.778 0.222 0.333 0.667
anytime 0.353 0.647 0.412 0.588
height 0.500 0.500 0.500 0.500
perhaps 0.609 0.391 0.304 0.696
breads 0.833 0.167 0.667 0.333
dream 0.125 0.875 0.625 0.375
help 0.453 0.547 0.293 0.707
september 0.538 0.462 0.462 0.538
stays 0.611 0.389 0.500 0.500
urine 0.167 0.833 0.167 0.833
soon 0.282 0.718 0.308 0.692
held 0.438 0.562 0.312 0.688
isnt 0.200 0.800 0.200 0.800
hell 0.375 0.625 0.125 0.875
avenue 0.800 0.200 0.711 0.289
romance 0.143 0.857 0.429 0.571
style 0.583 0.417 0.625 0.375
nordstrom 0.800 0.200 0.800 0.200
mattress 0.321 0.679 0.250 0.750
resort 0.333 0.667 0.444 0.556
absence 0.500 0.500 0.250 0.750
parts 0.571 0.429 0.429 0.571
friendliest 0.600 0.400 0.400 0.600
ritzy 0.250 0.750 0.750 0.250
might 0.545 0.455 0.159 0.841
fool 0.333 0.667 0.167 0.833
wouldn 0.585 0.415 0.208 0.792
evening 0.652 0.348 0.609 0.391
somebody 0.250 0.750 0.250 0.750
nestled 0.500 0.500 0.750 0.250
reciepts 0.750 0.250 0.250 0.750
anticipated 0.750 0.250 0.250 0.750
underground 0.600 0.400 0.600 0.400
starbucks 0.520 0.480 0.440 0.560
party 0.517 0.483 0.172 0.828
foot 0.417 0.583 0.250 0.750
sighed 0.200 0.800 0.200 0.800
hairdryer 0.667 0.333 0.500 0.500
bigger 0.600 0.400 0.600 0.400
instructions 0.600 0.400 0.400 0.600
marcus 0.750 0.250 0.500 0.500
occasions 0.875 0.125 0.250 0.750
presented 0.250 0.750 0.500 0.500
refresh 0.750 0.250 0.500 0.500
payed 0.571 0.429 0.429 0.571
stopped 0.500 0.500 0.214 0.786
cleaners 0.400 0.600 0.400 0.600
accommodated 0.250 0.750 0.500 0.500
difficult 0.615 0.385 0.154 0.846
referred 0.400 0.600 0.600 0.400
heavy 0.667 0.333 0.444 0.556
pamper 0.200 0.800 0.800 0.200
weight 0.500 0.500 0.750 0.250
needless 0.304 0.696 0.087 0.913
colder 0.250 0.750 0.250 0.750
fees 0.417 0.583 0.250 0.750
expect 0.397 0.603 0.235 0.765
inflated 0.500 0.500 0.250 0.750
event 0.636 0.364 0.364 0.636
specials 0.667 0.333 0.667 0.333
linens 0.429 0.571 0.429 0.571
4pm 0.600 0.400 0.200 0.800
surrounded 0.429 0.571 0.714 0.286
health 0.500 0.500 0.571 0.429
hill 0.800 0.200 0.400 0.600
7 0.839 0.161 0.323 0.677
paradise 0.333 0.667 0.667 0.333
mildewy 0.400 0.600 0.200 0.800
issue 0.649 0.351 0.081 0.919
unfailingly 0.750 0.250 0.750 0.250
drink 0.571 0.429 0.457 0.543
bass 0.500 0.500 0.500 0.500
dirt 0.625 0.375 0.125 0.875
friday 0.455 0.545 0.364 0.636
pub 0.625 0.375 0.500 0.500
base 0.583 0.417 0.500 0.500
cookie 0.857 0.143 0.429 0.571
dire 0.600 0.400 0.200 0.800
ask 0.418 0.582 0.255 0.745
attendant 0.500 0.500 0.200 0.800
sidewalk 0.800 0.200 0.400 0.600
improved 0.500 0.500 0.250 0.750
thrown 0.286 0.714 0.143 0.857
dishwasher 0.667 0.333 0.333 0.667
underwhelming 0.667 0.333 0.333 0.667
18% 0.800 0.200 0.200 0.800
terrible 0.357 0.643 0.048 0.952
terribly 0.429 0.571 0.286 0.714
american 0.583 0.417 0.500 0.500
expecting 0.297 0.703 0.054 0.946
undergo 0.500 0.500 0.250 0.750
fallen 0.875 0.125 0.375 0.625
dine 0.200 0.800 0.600 0.400
seeming 0.500 0.500 0.250 0.750
distasteful 0.250 0.750 0.250 0.750
feel 0.417 0.583 0.583 0.417
consideration 0.750 0.250 0.500 0.500
knocking 0.250 0.750 0.250 0.750
reflected 0.500 0.500 0.500 0.500
fancy 0.214 0.786 0.071 0.929
traveled 0.444 0.556 0.444 0.556
feet 0.625 0.375 0.312 0.688
sympathy 0.600 0.400 0.200 0.800
unexpected 0.500 0.500 0.625 0.375
blank 0.750 0.250 0.250 0.750
bland 0.250 0.750 0.125 0.875
traveler 0.462 0.538 0.577 0.423
miss 0.400 0.600 0.500 0.500
soaps 0.400 0.600 0.600 0.400
burke 0.500 0.500 0.833 0.167
passes 0.900 0.100 0.600 0.400
story 0.750 0.250 0.375 0.625
temperature 0.526 0.474 0.105 0.895
gourmet 0.500 0.500 0.875 0.125
interact 0.500 0.500 0.500 0.500
comfy 0.786 0.214 0.857 0.143
station 0.762 0.238 0.524 0.476
passed 0.400 0.600 0.333 0.667
hundred 0.286 0.714 0.143 0.857
store 0.812 0.188 0.438 0.562
$* 0.750 0.250 0.250 0.750
storm 0.750 0.250 0.250 0.750
relieved 0.400 0.600 0.600 0.400
luckily 0.600 0.400 0.100 0.900
worrying 0.750 0.250 0.250 0.750
$9 0.909 0.091 0.545 0.455
$6 0.800 0.200 0.800 0.200
$7 0.889 0.111 0.222 0.778
$4 0.857 0.143 0.143 0.857
sign 0.594 0.406 0.188 0.812
$2 0.857 0.143 0.429 0.571
$1 0.833 0.167 0.167 0.833
king 0.492 0.508 0.443 0.557
grocery 0.417 0.583 0.500 0.500
toliet 0.500 0.500 0.167 0.833
double 0.526 0.474 0.386 0.614
impersonal 0.333 0.667 0.500 0.500
grey 0.500 0.500 0.500 0.500
outrageous 0.250 0.750 0.083 0.917
stall 0.750 0.250 0.750 0.250
stale 0.286 0.714 0.071 0.929
toward 0.800 0.200 0.400 0.600
restful 0.444 0.556 0.556 0.444
dried 0.545 0.455 0.182 0.818
cleaner 0.400 0.600 0.400 0.600
schrager 0.750 0.250 0.250 0.750
outstanding 0.545 0.455 0.727 0.273
guestroom 0.429 0.571 0.571 0.429
architectes 0.167 0.833 0.500 0.500
juice 0.750 0.250 0.500 0.500
cleaned 0.274 0.726 0.081 0.919
option 0.292 0.708 0.375 0.625
lid 0.800 0.200 0.200 0.800
lie 0.250 0.750 0.250 0.750
cave 0.750 0.250 0.250 0.750
freshener 0.400 0.600 0.400 0.600
lit 0.286 0.714 0.500 0.500
moist 0.500 0.500 0.500 0.500
finding 0.500 0.500 0.500 0.500
drinks 0.612 0.388 0.673 0.327
towards 0.333 0.667 0.556 0.444
inconvenience 0.533 0.467 0.067 0.933
reach 0.600 0.400 0.400 0.600
anniversary 0.288 0.712 0.462 0.538
hired 0.750 0.250 0.250 0.750
experiences 0.435 0.565 0.261 0.739
72 0.800 0.200 0.200 0.800
eaten 0.500 0.500 0.500 0.500
nothing 0.512 0.488 0.198 0.802
seasons 0.929 0.071 0.500 0.500
appear 0.600 0.400 0.400 0.600
windows 0.865 0.135 0.405 0.595
clear 0.455 0.545 0.364 0.636
calling 0.706 0.294 0.118 0.882
unreasonable 0.375 0.625 0.125 0.875
swisshotel 0.750 0.250 0.500 0.500
traditional 0.444 0.556 0.667 0.333
lying 0.667 0.333 0.111 0.889
humid 0.600 0.400 0.200 0.800
thorough 0.600 0.400 0.600 0.400
stunned 0.500 0.500 0.750 0.250
celebrities 0.500 0.500 0.667 0.333
hyped 0.200 0.800 0.200 0.800
costing 0.500 0.500 0.250 0.750
current 0.500 0.500 0.375 0.625
$5 0.800 0.200 0.600 0.400
unusable 0.500 0.500 0.250 0.750
paranoid 0.250 0.750 0.500 0.500
convinced 0.250 0.750 0.250 0.750
starters 0.200 0.800 0.200 0.800
flights 0.600 0.400 0.400 0.600
pretty 0.500 0.500 0.371 0.629
proximity 0.556 0.444 0.556 0.444
hip 0.500 0.500 0.667 0.333
his 0.581 0.419 0.149 0.851
hit 0.294 0.706 0.176 0.824
albeit 0.500 0.500 0.500 0.500
kind 0.472 0.528 0.358 0.642
famous 0.333 0.667 0.333 0.667
feels 0.556 0.444 0.778 0.222
reply 0.714 0.286 0.143 0.857
during 0.485 0.515 0.455 0.545
him 0.490 0.510 0.184 0.816
millenium 0.815 0.185 0.704 0.296
hypo 0.200 0.800 0.400 0.600
mistakes 0.667 0.333 0.167 0.833
recommendations 0.615 0.385 0.462 0.538
hype 0.333 0.667 0.167 0.833
x 0.750 0.250 0.500 0.500
courteous 0.462 0.538 0.808 0.192
wrote 0.750 0.250 0.125 0.875
starwood 0.833 0.167 0.667 0.333
cramp 0.500 0.500 0.500 0.500
art 0.595 0.405 0.757 0.243
dump 0.429 0.571 0.286 0.714
uses 0.750 0.250 0.250 0.750
bare 0.750 0.250 0.125 0.875
close 0.565 0.435 0.652 0.348
bark 0.750 0.250 0.250 0.750
angie 0.750 0.250 0.750 0.250
arm 0.500 0.500 0.200 0.800
declined 0.667 0.333 0.167 0.833
regularly 0.500 0.500 0.500 0.500
practice 0.800 0.200 0.200 0.800
horrid 0.250 0.750 0.250 0.750
pictures 0.346 0.654 0.115 0.885
wow 0.421 0.579 0.684 0.316
various 0.286 0.714 0.571 0.429
probably 0.500 0.500 0.469 0.531
numerous 0.500 0.500 0.200 0.800
pictured 0.250 0.750 0.250 0.750
solo 0.500 0.500 0.750 0.250
recently 0.252 0.748 0.461 0.539
creating 0.333 0.667 0.167 0.833
missing 0.625 0.375 0.125 0.875
initially 0.625 0.375 0.250 0.750
sold 0.833 0.167 0.417 0.583
attention 0.370 0.630 0.370 0.630
generous 0.667 0.333 0.500 0.500
spray 0.375 0.625 0.250 0.750
competent 0.500 0.500 0.375 0.625
both 0.560 0.440 0.495 0.505
c 0.579 0.421 0.263 0.737
fiance 0.417 0.583 0.500 0.500
30am 0.667 0.333 0.222 0.778
became 0.500 0.500 0.375 0.625
8am 0.750 0.250 0.250 0.750
forgotten 0.600 0.400 0.400 0.600
liked 0.444 0.556 0.694 0.306
wear 0.667 0.333 0.444 0.556
headed 0.333 0.667 0.667 0.333
reasons 0.125 0.875 0.250 0.750
sweet 0.700 0.300 0.500 0.500
embarrassing 0.750 0.250 0.250 0.750
manners 0.750 0.250 0.250 0.750
whatever 0.375 0.625 0.438 0.562
likes 0.667 0.333 0.333 0.667
crisps 0.750 0.250 0.750 0.250
rave 0.400 0.600 0.200 0.800
[ 0.800 0.200 0.200 0.800
dinning 0.455 0.545 0.818 0.182
described 0.600 0.400 0.600 0.400
damp 0.571 0.429 0.286 0.714
overlook 0.600 0.400 0.600 0.400
due 0.475 0.525 0.250 0.750
wasnt 0.571 0.429 0.429 0.571
maintenance 0.647 0.353 0.059 0.941
brick 0.692 0.308 0.077 0.923
delights 0.250 0.750 0.250 0.750
pm 0.682 0.318 0.182 0.818
lived 0.286 0.714 0.429 0.571
flight 0.310 0.690 0.310 0.690
advertise 0.600 0.400 0.200 0.800
boy 0.444 0.556 0.167 0.833
ages 0.500 0.500 0.500 0.500
else 0.377 0.623 0.195 0.805
anthony 0.857 0.143 0.143 0.857
lives 0.400 0.600 0.600 0.400
demand 0.400 0.600 0.200 0.800
look 0.436 0.564 0.372 0.628
profile 0.400 0.600 0.400 0.600
guide 0.429 0.571 0.429 0.571
loop 0.792 0.208 0.708 0.292
theres 0.800 0.200 0.600 0.400
blond 0.250 0.750 0.250 0.750
overlooked 0.455 0.545 0.636 0.364
rip 0.714 0.286 0.143 0.857
disappointing 0.667 0.333 0.167 0.833
awakening 0.600 0.400 0.200 0.800
laundered 0.500 0.500 0.250 0.750
ready 0.333 0.667 0.227 0.773
rid 0.333 0.667 0.333 0.667
kings 0.400 0.600 0.600 0.400
result 0.500 0.500 0.167 0.833
lengthy 0.250 0.750 0.500 0.500
anymore 0.364 0.636 0.364 0.636
grant 0.647 0.353 0.824 0.176
remodel 0.500 0.500 0.250 0.750
talbott 0.487 0.513 0.566 0.434
delicious 0.194 0.806 0.917 0.083
grand 0.200 0.800 0.550 0.450
9 0.857 0.143 0.571 0.429
advise 0.500 0.500 0.250 0.750
daughters 0.667 0.333 0.500 0.500
higher 0.591 0.409 0.182 0.818
hallway 0.393 0.607 0.036 0.964
used 0.556 0.444 0.383 0.617
receptions 0.750 0.250 0.750 0.250
dime 0.500 0.500 0.333 0.667
bonus 0.500 0.500 0.833 0.167
painless 0.429 0.571 0.857 0.143
42nd 0.667 0.333 0.833 0.167
000 0.600 0.400 0.600 0.400
moving 0.500 0.500 0.500 0.500
user 0.500 0.500 0.500 0.500
lower 0.667 0.333 0.278 0.722
older 0.955 0.045 0.500 0.500
anybody 0.167 0.833 0.667 0.333
obviously 0.290 0.710 0.161 0.839
royalty 0.231 0.769 0.923 0.077
five 0.438 0.562 0.438 0.562
carpets 0.562 0.438 0.125 0.875
stating 0.857 0.143 0.143 0.857
ambassador 0.431 0.569 0.597 0.403
facial 0.250 0.750 0.750 0.250
teenage 0.667 0.333 0.556 0.444
questions 0.267 0.733 0.200 0.800
couch 0.714 0.286 0.286 0.714
tables 0.700 0.300 0.600 0.400
loading 0.400 0.600 0.200 0.800
$ 0.750 0.250 0.500 0.500
fiancee 0.167 0.833 0.833 0.167
workers 0.375 0.625 0.188 0.812
guaranteed 0.750 0.250 0.375 0.625
heartily 0.500 0.500 0.750 0.250
complaint 0.680 0.320 0.640 0.360
march 0.889 0.111 0.444 0.556
monoco 0.875 0.125 0.125 0.875
lacking 0.421 0.579 0.105 0.895
676 0.500 0.500 0.833 0.167
sounding 0.500 0.500 0.250 0.750
aggravating 0.500 0.500 0.333 0.667
game 0.600 0.400 0.700 0.300
necessary 0.714 0.286 0.143 0.857
awaken 0.600 0.400 0.200 0.800
skeptical 0.250 0.750 0.750 0.250
seperate 0.800 0.200 0.800 0.200
inviting 0.500 0.500 0.562 0.438
shaped 0.500 0.500 0.500 0.500
airshow 0.250 0.750 0.250 0.750
admittedly 0.250 0.750 0.250 0.750
signal 0.250 0.750 0.375 0.625
separately 0.750 0.250 0.250 0.750
collect 0.250 0.750 0.250 0.750
donna 0.800 0.200 0.200 0.800
sofa 0.900 0.100 0.350 0.650
healthy 0.500 0.500 0.250 0.750
hrs 0.857 0.143 0.143 0.857
experienced 0.500 0.500 0.423 0.577
28th 0.750 0.250 0.500 0.500
delivered 0.636 0.364 0.333 0.667
gratuity 0.833 0.167 0.167 0.833
pros 0.900 0.100 0.400 0.600
retro 0.600 0.400 0.400 0.600
prob 0.750 0.250 0.250 0.750
minimal 0.500 0.500 0.500 0.500
everybody 0.429 0.571 0.571 0.429
multilingual 0.250 0.750 0.750 0.250
eating 0.412 0.588 0.765 0.235
bulbs 0.250 0.750 0.250 0.750
palmer 0.414 0.586 0.586 0.414
rug 0.500 0.500 0.250 0.750
refused 0.350 0.650 0.050 0.950
step 0.300 0.700 0.500 0.500
negatives 0.667 0.333 0.500 0.500
ache 0.500 0.500 0.250 0.750
intense 0.750 0.250 0.500 0.500
works 0.800 0.200 0.800 0.200
wouldnt 0.833 0.167 0.333 0.667
kitchenette 0.750 0.250 0.750 0.250
completing 0.500 0.500 0.750 0.250
unimpressed 0.429 0.571 0.286 0.714
range 0.444 0.556 0.333 0.667
74 0.750 0.250 0.250 0.750
complimentary 0.507 0.493 0.552 0.448
huffed 0.500 0.500 0.250 0.750
block 0.892 0.108 0.703 0.297
seeing 0.273 0.727 0.545 0.455
keefer 0.167 0.833 0.667 0.333
within 0.684 0.316 0.684 0.316
dissatisfaction 0.250 0.750 0.250 0.750
carlton 0.800 0.200 0.200 0.800
smelly 0.333 0.667 0.167 0.833
rolls 0.750 0.250 0.250 0.750
smells 0.429 0.571 0.286 0.714
couches 0.750 0.250 0.500 0.500
impressed 0.422 0.578 0.625 0.375
gouge 0.667 0.333 0.167 0.833
rows 0.750 0.250 0.750 0.250
sad 0.636 0.364 0.182 0.818
smoothly 0.400 0.600 0.600 0.400
question 0.692 0.308 0.308 0.692
fast 0.400 0.600 0.720 0.280
78 0.750 0.250 0.250 0.750
filet 0.667 0.333 0.167 0.833
registered 0.600 0.400 0.200 0.800
inept 0.400 0.600 0.200 0.800
girlfriends 0.833 0.167 0.667 0.333
glamour 0.400 0.600 0.600 0.400
cloth 0.500 0.500 0.500 0.500
properly 0.375 0.625 0.062 0.938
repeatedly 0.600 0.400 0.200 0.800
newer 0.571 0.429 0.286 0.714
filed 0.500 0.500 0.167 0.833
info 0.500 0.500 0.500 0.500
hair 0.324 0.676 0.118 0.882
thru 0.933 0.067 0.400 0.600
fries 0.500 0.500 0.250 0.750
daylight 0.750 0.250 0.250 0.750
sells 0.500 0.500 0.250 0.750
par 0.286 0.714 0.095 0.905
accustomed 0.750 0.250 0.250 0.750
ands 0.500 0.500 0.500 0.500
highlight 0.625 0.375 0.500 0.500
similar 0.500 0.500 0.300 0.700
ordered 0.449 0.551 0.327 0.673
adults 0.846 0.154 0.385 0.615
recommendation 0.286 0.714 0.714 0.286
sofas 0.750 0.250 0.750 0.250
doesn 0.652 0.348 0.304 0.696
midwest 0.500 0.500 0.500 0.500
associates 0.250 0.750 0.750 0.250
$299 0.400 0.600 0.200 0.800
crepes 0.750 0.250 0.500 0.500
cotton 0.250 0.750 0.500 0.500
nab 0.750 0.250 0.250 0.750
amounts 0.750 0.250 0.250 0.750
dashed 0.250 0.750 0.500 0.500
peace 0.400 0.600 0.400 0.600
stuffy 0.500 0.500 0.300 0.700
vendor 0.500 0.500 0.250 0.750
towers 0.381 0.619 0.595 0.405
nap 0.667 0.333 0.500 0.500
electrical 0.500 0.500 0.250 0.750
department 0.778 0.222 0.222 0.778
manhattan 0.571 0.429 0.571 0.429
smiles 0.571 0.429 0.429 0.571
draw 0.250 0.750 0.500 0.500
understatement 0.250 0.750 0.750 0.250
problems 0.538 0.462 0.231 0.769
helping 0.273 0.727 0.455 0.545
meaning 0.286 0.714 0.429 0.571
rested 0.200 0.800 0.800 0.200
evan 0.250 0.750 0.750 0.250
allowing 0.833 0.167 0.167 0.833
drab 0.667 0.333 0.167 0.833
housekeepers 0.400 0.600 0.400 0.600
chocolate 0.667 0.333 0.722 0.278
structure 0.800 0.200 0.400 0.600
notch 0.625 0.375 0.792 0.208
happier 0.200 0.800 0.400 0.600
practically 0.429 0.571 0.429 0.571
dvd 0.750 0.250 0.375 0.625
outing 0.333 0.667 0.833 0.167
required 0.700 0.300 0.200 0.800
dragged 0.500 0.500 0.250 0.750
impatient 0.250 0.750 0.250 0.750
weights 0.667 0.333 0.500 0.500
hallways 0.783 0.217 0.261 0.739
requires 0.400 0.600 0.600 0.400
sounded 0.267 0.733 0.133 0.867
once 0.337 0.663 0.174 0.826
delaware 0.750 0.250 0.500 0.500
cheerful 0.625 0.375 0.500 0.500
desserts 0.400 0.600 0.600 0.400
windy 0.160 0.840 0.680 0.320
gm 0.800 0.200 0.200 0.800
adjustment 0.750 0.250 0.250 0.750
issues 0.643 0.357 0.143 0.857
disposal 0.250 0.750 0.750 0.250
suits 0.250 0.750 0.500 0.500
include 0.556 0.444 0.333 0.667
confirmation 0.583 0.417 0.042 0.958
wished 0.286 0.714 0.571 0.429
bedrooms 0.714 0.286 0.714 0.286
kitty 0.556 0.444 0.667 0.333
wave 0.750 0.250 0.500 0.500
spoon 0.909 0.091 0.091 0.909
literally 0.647 0.353 0.294 0.706
*there 0.750 0.250 0.250 0.750
telling 0.818 0.182 0.182 0.818
drinking 0.667 0.333 0.667 0.333
roaches 0.167 0.833 0.167 0.833
snide 0.250 0.750 0.250 0.750
stiff 0.222 0.778 0.222 0.778
array 0.400 0.600 0.400 0.600
ryan 0.667 0.333 0.667 0.333
deals 0.667 0.333 0.556 0.444
assignments 0.750 0.250 0.250 0.750
skipped 0.500 0.500 0.500 0.500
leaning 0.250 0.750 0.250 0.750
inspection 0.200 0.800 0.200 0.800
noted 0.750 0.250 0.500 0.500
comforts 0.500 0.500 0.250 0.750
concluded 0.250 0.750 0.500 0.500
smaller 0.423 0.577 0.115 0.885
compensated 0.500 0.500 0.250 0.750
goodies 0.800 0.200 0.400 0.600
waking 0.600 0.400 0.400 0.600
jump 0.750 0.250 0.250 0.750
blowing 0.571 0.429 0.286 0.714
traveling 0.361 0.639 0.500 0.500
picked 0.364 0.636 0.318 0.682
reunion 0.750 0.250 0.500 0.500
honors 0.625 0.375 0.500 0.500
south 0.722 0.278 0.444 0.556
unavailable 0.500 0.500 0.333 0.667
wallet 0.333 0.667 0.167 0.833
schedule 0.833 0.167 0.333 0.667
kudos 0.500 0.500 0.500 0.500
valet 0.672 0.328 0.359 0.641
cell 0.500 0.500 0.083 0.917
bellmen 0.909 0.091 0.545 0.455
shedd 0.286 0.714 0.857 0.143
pristine 0.400 0.600 0.600 0.400
cozy 0.500 0.500 0.794 0.206
degree 0.600 0.400 0.400 0.600
sinuses 0.250 0.750 0.250 0.750
desired 0.556 0.444 0.333 0.667
explore 0.429 0.571 0.429 0.571
focused 0.600 0.400 0.400 0.600
woefully 0.500 0.500 0.250 0.750
sexy 0.500 0.500 0.750 0.250
settling 0.200 0.800 0.400 0.600
waste 0.381 0.619 0.095 0.905
larger 0.800 0.200 0.667 0.333
affordable 0.357 0.643 0.571 0.429
host 0.200 0.800 0.600 0.400
engine 0.750 0.250 0.250 0.750
products 0.750 0.250 0.833 0.167
snobby 0.333 0.667 0.167 0.833
fulfill 0.500 0.500 0.500 0.500
manage 0.571 0.429 0.286 0.714
pasta 0.571 0.429 0.429 0.571
addressed 0.500 0.500 0.500 0.500
lodging 0.375 0.625 0.500 0.500
boasts 0.200 0.800 0.200 0.800
cloud 0.429 0.571 0.429 0.571
fee 0.333 0.667 0.148 0.852
usa 0.800 0.200 0.400 0.600
& 0.953 0.047 0.734 0.266
few 0.563 0.437 0.476 0.524
camera 0.500 0.500 0.500 0.500
crab 0.750 0.250 0.250 0.750
vehicle 0.750 0.250 0.250 0.750
noisy 0.778 0.222 0.185 0.815
dreams 0.250 0.750 0.500 0.500
start 0.528 0.472 0.306 0.694
sort 0.400 0.600 0.100 0.900
started 0.281 0.719 0.219 0.781
factor 0.600 0.400 0.600 0.400
impress 0.200 0.800 0.400 0.600
charming 0.556 0.444 0.556 0.444
brochure 0.250 0.750 0.250 0.750
inattentive 0.500 0.500 0.250 0.750
chef 0.333 0.667 0.833 0.167
appointed 0.720 0.280 0.800 0.200
women 0.600 0.400 0.400 0.600
salad 0.429 0.571 0.286 0.714
7pm 0.750 0.250 0.250 0.750
ride 0.769 0.231 0.500 0.500
getting 0.538 0.462 0.323 0.677
measures 0.750 0.250 0.250 0.750
anywhere 0.600 0.400 0.480 0.520
meet 0.467 0.533 0.333 0.667
lockwood 0.300 0.700 0.900 0.100
drops 0.500 0.500 0.500 0.500
repairman 0.200 0.800 0.200 0.800
theming 0.750 0.250 0.250 0.750
control 0.471 0.529 0.176 0.824
tap 0.500 0.500 0.250 0.750
tax 0.889 0.111 0.444 0.556
dripping 0.500 0.500 0.250 0.750
something 0.519 0.481 0.228 0.772
chic 0.333 0.667 0.667 0.333
bowl 0.714 0.286 0.357 0.643
hesitate 0.700 0.300 0.700 0.300
sit 0.760 0.240 0.200 0.800
vibe 0.600 0.400 0.600 0.400
clothing 0.750 0.250 0.250 0.750
six 0.750 0.250 0.375 0.625
perks 0.500 0.500 0.625 0.375
located 0.376 0.624 0.613 0.387
swear 0.250 0.750 0.250 0.750
slamming 0.750 0.250 0.250 0.750
instead 0.574 0.426 0.167 0.833
grudgingly 0.250 0.750 0.250 0.750
panic 0.250 0.750 0.500 0.500
fare 0.636 0.364 0.636 0.364
entree 0.800 0.200 0.200 0.800
attend 0.357 0.643 0.500 0.500
luxuriously 0.250 0.750 0.500 0.500
peeling 0.846 0.154 0.077 0.923
3 0.719 0.281 0.430 0.570
discomfort 0.500 0.500 0.250 0.750
whistle 0.800 0.200 0.200 0.800
light 0.484 0.516 0.097 0.903
budge 0.500 0.500 0.250 0.750
bakery 0.800 0.200 0.800 0.200
honestly 0.417 0.583 0.500 0.500
software 0.250 0.750 0.500 0.500
martini 0.545 0.455 0.727 0.273
basement 0.875 0.125 0.375 0.625
whilst 0.600 0.400 0.600 0.400
130 0.750 0.250 0.750 0.250
including 0.659 0.341 0.585 0.415
looks 0.364 0.636 0.242 0.758
mentioned 0.650 0.350 0.400 0.600
bedsheets 0.400 0.600 0.200 0.800
superior 0.476 0.524 0.429 0.571
emails 0.750 0.250 0.125 0.875
mansions 0.750 0.250 0.750 0.250
choose 0.686 0.314 0.457 0.543
ridiculously 0.429 0.571 0.143 0.857
covered 0.810 0.190 0.238 0.762
crowds 0.333 0.667 0.333 0.667
pending 0.200 0.800 0.200 0.800
crash 0.750 0.250 0.500 0.500
flew 0.500 0.500 0.833 0.167
sweets 0.500 0.500 0.750 0.250
hands 0.300 0.700 0.400 0.600
handy 0.545 0.455 0.636 0.364
articles 0.750 0.250 0.250 0.750
wrigley 0.800 0.200 0.800 0.200
lifetime 0.400 0.600 0.600 0.400
billy 0.250 0.750 0.750 0.250
slide 0.500 0.500 0.250 0.750
doesnt 0.750 0.250 0.250 0.750
breeze 0.500 0.500 0.625 0.375
tray 0.500 0.500 0.250 0.750
promises 0.500 0.500 0.125 0.875
unwind 0.200 0.800 0.800 0.200
showering 0.500 0.500 0.500 0.500
primehouse 0.429 0.571 0.714 0.286
product 0.500 0.500 0.750 0.250
related 0.500 0.500 0.250 0.750
exceeded 0.250 0.750 0.875 0.125
80 0.800 0.200 0.200 0.800
vicinity 0.750 0.250 0.500 0.500
special 0.478 0.522 0.536 0.464
cocktail 0.562 0.438 0.938 0.062
lukewarm 0.400 0.600 0.100 0.900
entertainment 0.200 0.800 0.900 0.100
occupied 0.429 0.571 0.143 0.857
investigate 0.500 0.500 0.250 0.750
max 0.500 0.500 0.750 0.250
disapointed 0.667 0.333 0.500 0.500
cause 0.429 0.571 0.571 0.429
umbrella 0.833 0.167 0.667 0.333
wines 0.400 0.600 0.600 0.400
ipod 0.429 0.571 0.667 0.333
activity 0.400 0.600 0.400 0.600
attending 0.733 0.267 0.467 0.533
completely 0.452 0.548 0.310 0.690
advisor 0.889 0.111 0.444 0.556
sitting 0.571 0.429 0.238 0.762
fitzpatrick 0.875 0.125 0.250 0.750
times 0.646 0.354 0.203 0.797
birthday 0.562 0.438 0.500 0.500
restaurants 0.596 0.404 0.787 0.213
mad 0.167 0.833 0.167 0.833
bars 0.704 0.296 0.444 0.556
equinox 0.500 0.500 0.750 0.250
noticed 0.452 0.548 0.161 0.839
quality 0.427 0.573 0.375 0.625
privacy 0.500 0.500 0.200 0.800
bears 0.571 0.429 0.857 0.143
revealed 0.167 0.833 0.167 0.833
accent 0.250 0.750 0.250 0.750
priority 0.571 0.429 0.429 0.571
apology 0.438 0.562 0.062 0.938
tourists 0.571 0.429 0.429 0.571
reaked 0.500 0.500 0.250 0.750
